gu,Date,offense,Count
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",2024-01-01,VANDALISM,6
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2024-01-01,IDENTITY THEFT,1
PANACAN,2024-01-01,THREATS,5
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2024-01-01,UNAUTHORIZED ACCESS,4
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2024-01-01,COMPUTER FRAUD,2
TIGATTO,2024-01-01,ILLEGAL DRUGS,7
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2024-01-01,DRUNK DRIVING,6
BARANGAY 14-B,2024-01-01,IDENTITY THEFT,2
CAWAYAN,2024-01-01,RAPE,7
BUNAWAN (POB.),2024-01-01,THEFT,7
ALAMBRE,2024-01-01,ILLEGAL DRUGS,3
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2024-01-01,ILLEGAL POSSESSION OF FIREARM,7
BARANGAY 32-D,2024-01-01,MURDER,2
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2024-01-01,THREATS,2
BARANGAY 38-D (OB.),2024-01-01,HACKING,1
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2024-02-01,DATA BREACH,3
MAHAYAG,2024-02-01,ONLINE SCAM,1
MALAGOS,2024-02-01,THREATS,2
BAGANIHAN,2024-02-01,ONLINE SCAM,3
LACSON,2024-02-01,HACKING,1
CALINAN (POB.),2024-02-01,IDENTITY THEFT,3
FATIMA (BENOWANG),2024-02-01,ONLINE SCAM,1
BARANGAY 32-D,2024-02-01,DATA BREACH,2
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2024-02-01,IDENTITY THEFT,3
TUGBOK (POB.),2024-02-01,ILLEGAL DRUGS,5
LUBOGAN,2024-02-01,ONLINE SCAM,4
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2024-02-01,PHYSICAL INJURY,5
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2024-02-01,THREATS,2
SALAYSAY,2024-02-01,HACKING,4
EDEN,2024-02-01,ILLEGAL DRUGS,3
CALINAN (POB.),2024-02-01,COMPUTER FRAUD,1
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2024-02-01,DISTURBANCE,7
BANGKAS HEIGHTS,2024-02-01,PHYSICAL INJURY,3
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2024-02-01,ROBBERY,5
TALOMO (POB.),2024-02-01,ILLEGAL GAMBLING,4
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2024-02-01,DISTURBANCE,6
40-D BOLTON ISLA,2024-02-01,DRUNK DRIVING,2
BARANGAY 26-C,2024-02-01,THEFT,2
ALFONSO ANGLIONGTO SR,2024-02-01,ILLEGAL DRUGS,4
ILANG,2024-02-01,THEFT,4
BUNAWAN (POB.),2024-02-01,ILLEGAL DRUGS,6
BANGKAS HEIGHTS,2024-02-01,HACKING,3
MINTAL,2024-02-01,MURDER,2
BARANGAY 14-B,2024-02-01,ONLINE SCAM,4
BINUGAO,2024-02-01,THEFT,4
WANGAN,2024-02-01,ILLEGAL GAMBLING,7
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",2024-02-01,HACKING,4
BARANGAY 28-C,2024-02-01,THREATS,2
BAYABAS,2024-02-01,PHYSICAL INJURY,5
"INDANGAN (BRGY UNDER PS 13, DCPO)",2024-02-01,ILLEGAL GAMBLING,4
BARANGAY 28-C,2024-02-01,ILLEGAL DRUGS,4
VICENTE HIZON SR.,2024-02-01,COMPUTER FRAUD,2
40-D BOLTON ISLA,2024-02-01,COMPUTER FRAUD,3
TUGBOK (POB.),2024-02-01,CYBER LIBEL,2
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2024-02-01,CYBER LIBEL,1
"ACACIA (BRGY UNDER PS 13, DCPO)",2024-02-01,ILLEGAL POSSESSION OF FIREARM,3
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2024-02-01,ONLINE SCAM,1
BAGO OSHIRO,2024-02-01,DISTURBANCE,7
BARANGAY 3-A (POB.),2024-02-01,UNAUTHORIZED ACCESS,3
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",2024-02-01,THREATS,4
MAPI-ILA,2024-02-01,THEFT,4
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2024-02-01,ONLINE SCAM,1
PANACAN,2024-02-01,CYBER LIBEL,2
BARANGAY 3-A (POB.),2024-02-01,UNAUTHORIZED ACCESS,4
BARANGAY 32-D,2024-02-01,VANDALISM,2
BARANGAY 38-D (OB.),2024-02-01,DISTURBANCE,2
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",2024-02-01,ILLEGAL GAMBLING,7
TACUNAN,2024-02-01,VANDALISM,5
BARANGAY 28-C,2024-02-01,DATA BREACH,1
BARANGAY 38-D (OB.),2024-02-01,DISTURBANCE,4
TUNGKALAN,2024-02-01,DATA BREACH,3
MARILOG,2024-02-01,DISTURBANCE,4
BARANGAY 18-B,2024-02-01,RAPE,4
TALOMO (POB.),2024-02-01,UNAUTHORIZED ACCESS,3
BARANGAY 17-B,2024-02-01,ILLEGAL GAMBLING,5
BARANGAY 11-A,2024-02-01,ONLINE SCAM,4
DALIAO,2024-02-01,ILLEGAL POSSESSION OF FIREARM,3
MULIG,2024-02-01,THREATS,3
BARANGAY 18-B,2024-02-01,UNAUTHORIZED ACCESS,1
SALAPAWAN,2024-02-01,VANDALISM,5
BARANGAY 11-A,2024-02-01,UNAUTHORIZED ACCESS,3
SALUMAY,2024-02-01,DISTURBANCE,4
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2024-02-01,THEFT,6
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2024-02-01,THEFT,4
MAPI-ILA,2024-02-01,UNAUTHORIZED ACCESS,1
BARANGAY 37-D,2024-02-01,ILLEGAL GAMBLING,5
MALABOG,2024-02-01,VANDALISM,4
MINTAL,2024-02-01,IDENTITY THEFT,2
MARAPANGI,2024-02-01,ILLEGAL POSSESSION OF FIREARM,4
CATALUNAN GRANDE,2024-02-01,CYBER LIBEL,4
BARANGAY 38-D (OB.),2024-03-01,UNAUTHORIZED ACCESS,3
LUBOGAN,2024-03-01,CYBER LIBEL,3
ALAMBRE,2024-03-01,IDENTITY THEFT,4
BANTOL,2024-03-01,MURDER,7
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2024-03-01,UNAUTHORIZED ACCESS,4
"INDANGAN (BRGY UNDER PS 13, DCPO)",2024-03-01,DRUNK DRIVING,7
MARILOG,2024-03-01,ONLINE SCAM,4
BAGUIO PROPER,2024-03-01,RAPE,7
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",2024-03-01,ROBBERY,5
GUMALANG,2024-03-01,COMPUTER FRAUD,1
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2024-03-01,DISTURBANCE,2
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2024-03-01,MURDER,6
BARANGAY 26-C,2024-03-01,CYBER LIBEL,2
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2024-03-01,ROBBERY,6
EDEN,2024-03-01,DISTURBANCE,7
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2024-03-01,ONLINE SCAM,3
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2024-03-01,ONLINE SCAM,4
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2024-03-01,DISTURBANCE,3
TUNGKALAN,2024-03-01,VANDALISM,4
GUMITAN,2024-03-01,IDENTITY THEFT,4
ULA,2024-03-01,PHYSICAL INJURY,6
SIRIB,2024-03-01,ROBBERY,3
SIRIB,2024-03-01,MURDER,7
BARANGAY 26-C,2024-03-01,IDENTITY THEFT,2
COMMUNAL,2024-03-01,DISTURBANCE,7
BUDA,2024-03-01,THEFT,5
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2024-03-01,PHYSICAL INJURY,5
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2024-03-01,THEFT,2
"MANDUG (BRGY UNDER PS 13, DCPO)",2024-03-01,IDENTITY THEFT,2
CAWAYAN,2024-03-01,DISTURBANCE,6
SUAWAN (TULI),2024-03-01,ROBBERY,7
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2024-03-01,RAPE,2
BAGANIHAN,2024-03-01,ILLEGAL POSSESSION OF FIREARM,2
TACUNAN,2024-03-01,ILLEGAL POSSESSION OF FIREARM,6
GUMITAN,2024-03-01,IDENTITY THEFT,2
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2024-03-01,THEFT,7
ULA,2024-03-01,ROBBERY,2
MAPI-ILA,2024-03-01,THEFT,4
76-A (BUCANA),2024-03-01,VANDALISM,2
BARANGAY 14-B,2024-03-01,ONLINE SCAM,3
CAWAYAN,2024-03-01,CYBER LIBEL,4
"ACACIA (BRGY UNDER PS 13, DCPO)",2024-03-01,PHYSICAL INJURY,2
BARANGAY 13-B,2024-03-01,CYBER LIBEL,2
SAN ISIDRO,2024-03-01,CYBER LIBEL,4
BANTOL,2024-03-01,PHYSICAL INJURY,2
BARANGAY 13-B,2024-03-01,DATA BREACH,4
"INDANGAN (BRGY UNDER PS 13, DCPO)",2024-03-01,DISTURBANCE,7
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",2024-03-01,ROBBERY,2
BARANGAY 2-A (POB.),2024-03-01,VANDALISM,2
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2024-03-01,DATA BREACH,3
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",2024-03-01,ONLINE SCAM,1
ULA,2024-03-01,ILLEGAL DRUGS,5
BUDA,2024-03-01,DATA BREACH,1
MALAGOS,2024-03-01,VANDALISM,5
BARANGAY 27-C,2024-03-01,DISTURBANCE,4
CABANTIAN,2024-03-01,ROBBERY,6
BARANGAY 14-B,2024-03-01,UNAUTHORIZED ACCESS,4
SUBASTA,2024-03-01,IDENTITY THEFT,2
BARANGAY 17-B,2024-03-01,PHYSICAL INJURY,5
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2024-03-01,ILLEGAL GAMBLING,5
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2024-03-01,DATA BREACH,4
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2024-03-01,DRUNK DRIVING,3
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2024-03-01,RAPE,3
BUHANGIN (POB.),2024-03-01,UNAUTHORIZED ACCESS,2
BARANGAY 5-A (POB.),2024-03-01,ILLEGAL DRUGS,6
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2024-03-01,THREATS,7
MABUHAY,2024-03-01,VANDALISM,3
TIBUNGCO,2024-03-01,COMPUTER FRAUD,1
MAHAYAG,2024-04-01,DISTURBANCE,5
CABANTIAN,2024-04-01,RAPE,2
BARANGAY 17-B,2024-04-01,PHYSICAL INJURY,3
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2024-04-01,VANDALISM,4
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2024-04-01,ILLEGAL GAMBLING,2
RIVERSIDE,2024-04-01,MURDER,4
MABUHAY,2024-04-01,ONLINE SCAM,4
BARANGAY 32-D,2024-04-01,DISTURBANCE,5
CATALUNAN GRANDE,2024-04-01,COMPUTER FRAUD,2
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",2024-04-01,ILLEGAL DRUGS,4
BARANGAY 2-A (POB.),2024-04-01,THEFT,7
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2024-04-01,ILLEGAL DRUGS,5
COMMUNAL,2024-04-01,UNAUTHORIZED ACCESS,3
BAGANIHAN,2024-04-01,THREATS,7
TUNGKALAN,2024-04-01,ONLINE SCAM,1
BARANGAY 37-D,2024-04-01,COMPUTER FRAUD,1
"INDANGAN (BRGY UNDER PS 13, DCPO)",2024-04-01,ILLEGAL DRUGS,4
EDEN,2024-04-01,CYBER LIBEL,2
EDEN,2024-04-01,PHYSICAL INJURY,3
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2024-04-01,THREATS,2
RIVERSIDE,2024-04-01,ILLEGAL DRUGS,7
TALOMO (POB.),2024-04-01,CYBER LIBEL,3
CABANTIAN,2024-04-01,COMPUTER FRAUD,3
BARANGAY 37-D,2024-04-01,RAPE,2
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2024-04-01,ILLEGAL DRUGS,4
LUBOGAN,2024-04-01,IDENTITY THEFT,3
BAO JOAQUIN,2024-04-01,DISTURBANCE,5
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2024-04-01,DRUNK DRIVING,6
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2024-04-01,ONLINE SCAM,3
MAGSAYSAY,2024-04-01,MURDER,4
PAMPANGA,2024-04-01,COMPUTER FRAUD,4
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2024-04-01,THREATS,3
TALOMO RIVER,2024-04-01,CYBER LIBEL,1
WINES,2024-04-01,DISTURBANCE,7
TAPAK,2024-04-01,DATA BREACH,1
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",2024-04-01,ILLEGAL POSSESSION OF FIREARM,3
TAMAYONG,2024-04-01,PHYSICAL INJURY,2
BAO JOAQUIN,2024-04-01,PHYSICAL INJURY,3
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2024-04-01,COMPUTER FRAUD,2
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2024-04-01,DRUNK DRIVING,2
BARANGAY 39-D (POB.),2024-04-01,ILLEGAL DRUGS,4
TAMAYONG,2024-04-01,MURDER,7
MAPI-ILA,2024-04-01,MURDER,2
ULA,2024-04-01,HACKING,4
TUNGKALAN,2024-04-01,UNAUTHORIZED ACCESS,2
CAWAYAN,2024-04-01,VANDALISM,5
PANACAN,2024-04-01,PHYSICAL INJURY,4
ILANG,2024-04-01,VANDALISM,3
GUMITAN,2024-04-01,MURDER,2
PAQUIBATO (POB.),2024-04-01,ILLEGAL GAMBLING,5
MINTAL,2024-04-01,ILLEGAL POSSESSION OF FIREARM,7
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2024-04-01,UNAUTHORIZED ACCESS,3
SALOY,2024-04-01,THREATS,5
"MANDUG (BRGY UNDER PS 13, DCPO)",2024-04-01,PHYSICAL INJURY,5
TIBUNGCO,2024-04-01,MURDER,4
BAGO OSHIRO,2024-04-01,VANDALISM,2
SALAYSAY,2024-04-01,ILLEGAL POSSESSION OF FIREARM,5
CARMEN,2024-04-01,ROBBERY,7
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2024-04-01,DATA BREACH,2
SALUMAY,2024-04-01,DISTURBANCE,7
BARANGAY 38-D (OB.),2024-04-01,IDENTITY THEFT,4
TAMAYONG,2024-04-01,DISTURBANCE,3
ILANG,2024-04-01,MURDER,5
BUDA,2024-04-01,THEFT,6
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",2024-04-01,ILLEGAL GAMBLING,4
CAWAYAN,2024-04-01,ILLEGAL GAMBLING,6
TORII (POB.),2024-04-01,IDENTITY THEFT,4
BAGO OSHIRO,2024-04-01,COMPUTER FRAUD,3
"INDANGAN (BRGY UNDER PS 13, DCPO)",2024-04-01,PHYSICAL INJURY,7
SUBASTA,2024-04-01,ILLEGAL DRUGS,6
EDEN,2024-04-01,PHYSICAL INJURY,6
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2024-04-01,MURDER,7
BINUGAO,2024-04-01,THEFT,3
BANGKAS HEIGHTS,2024-04-01,ROBBERY,2
MAPI-ILA,2024-04-01,DRUNK DRIVING,2
TIBUNGCO,2024-04-01,MURDER,3
LAMANAN,2024-04-01,PHYSICAL INJURY,6
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2024-04-01,MURDER,5
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2024-04-01,ONLINE SCAM,2
TORII (POB.),2024-04-01,CYBER LIBEL,1
TALOMO RIVER,2024-04-01,UNAUTHORIZED ACCESS,3
TAPAK,2024-04-01,MURDER,4
BUHANGIN (POB.),2024-04-01,PHYSICAL INJURY,6
"MANDUG (BRGY UNDER PS 13, DCPO)",2024-04-01,DISTURBANCE,2
ALFONSO ANGLIONGTO SR,2024-05-01,THEFT,7
BARANGAY 39-D (POB.),2024-05-01,CYBER LIBEL,1
TIGATTO,2024-05-01,DISTURBANCE,2
GUMITAN,2024-05-01,THEFT,4
COMMUNAL,2024-05-01,ILLEGAL DRUGS,2
BARANGAY 38-D (OB.),2024-05-01,UNAUTHORIZED ACCESS,4
BARANGAY 37-D,2024-05-01,THREATS,3
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2024-05-01,RAPE,3
WANGAN,2024-05-01,CYBER LIBEL,2
RIVERSIDE,2024-05-01,CYBER LIBEL,1
PAQUIBATO (POB.),2024-05-01,THREATS,2
EDEN,2024-05-01,COMPUTER FRAUD,3
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2024-05-01,ILLEGAL POSSESSION OF FIREARM,3
PANACAN,2024-05-01,PHYSICAL INJURY,2
SASA,2024-05-01,THREATS,3
"INDANGAN (BRGY UNDER PS 13, DCPO)",2024-05-01,COMPUTER FRAUD,2
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",2024-05-01,ROBBERY,4
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",2024-05-01,THEFT,7
TIBUNGCO,2024-05-01,CYBER LIBEL,2
BARANGAY 26-C,2024-05-01,DISTURBANCE,6
BARANGAY 11-A,2024-05-01,RAPE,6
PAQUIBATO (POB.),2024-05-01,DISTURBANCE,2
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",2024-05-01,PHYSICAL INJURY,5
PAMPANGA,2024-05-01,VANDALISM,4
NEW VALENCIA,2024-05-01,RAPE,5
BARANGAY 37-D,2024-05-01,ILLEGAL POSSESSION OF FIREARM,3
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",2024-05-01,CYBER LIBEL,2
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2024-05-01,HACKING,1
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",2024-05-01,ROBBERY,7
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",2024-05-01,THREATS,5
BUHANGIN (POB.),2024-05-01,ILLEGAL DRUGS,2
BARANGAY 2-A (POB.),2024-05-01,ILLEGAL POSSESSION OF FIREARM,5
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",2024-05-01,ILLEGAL GAMBLING,7
PANALUM,2024-05-01,COMPUTER FRAUD,3
MALAGOS,2024-05-01,HACKING,2
TUNGKALAN,2024-05-01,DATA BREACH,4
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",2024-05-01,PHYSICAL INJURY,3
TALOMO (POB.),2024-05-01,THEFT,3
SANTO NINO,2024-05-01,HACKING,1
CATALUNAN GRANDE,2024-05-01,HACKING,4
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",2024-05-01,RAPE,6
MALABOG,2024-05-01,THEFT,5
SALAYSAY,2024-05-01,CYBER LIBEL,3
WANGAN,2024-05-01,ILLEGAL POSSESSION OF FIREARM,3
MATINA PANGI,2024-05-01,COMPUTER FRAUD,1
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2024-05-01,ILLEGAL GAMBLING,7
MABUHAY,2024-05-01,DATA BREACH,4
BAGUIO PROPER,2024-05-01,DATA BREACH,1
40-D BOLTON ISLA,2024-05-01,THEFT,2
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",2024-05-01,MURDER,5
TAPAK,2024-05-01,DATA BREACH,1
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",2024-05-01,PHYSICAL INJURY,6
BARANGAY 32-D,2024-05-01,PHYSICAL INJURY,7
CAWAYAN,2024-05-01,DATA BREACH,2
GUMALANG,2024-05-01,PHYSICAL INJURY,3
BARANGAY 28-C,2024-05-01,MURDER,7
CAWAYAN,2024-05-01,THEFT,4
BINUGAO,2024-05-01,DISTURBANCE,3
MULIG,2024-05-01,CYBER LIBEL,1
SALAPAWAN,2024-05-01,ONLINE SCAM,4
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2024-05-01,HACKING,4
EDEN,2024-05-01,CYBER LIBEL,1
WANGAN,2024-05-01,DATA BREACH,4
TALOMO RIVER,2024-05-01,RAPE,2
SAN ISIDRO,2024-05-01,THREATS,2
PANALUM,2024-05-01,ILLEGAL DRUGS,4
40-D BOLTON ISLA,2024-05-01,ROBBERY,4
VICENTE HIZON SR.,2024-05-01,UNAUTHORIZED ACCESS,4
PANALUM,2024-05-01,RAPE,6
TAMBOBONG,2024-05-01,DISTURBANCE,2
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2024-05-01,THREATS,5
BARANGAY 2-A (POB.),2024-05-01,THEFT,7
BARANGAY 26-C,2024-06-01,VANDALISM,2
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2024-06-01,PHYSICAL INJURY,3
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2024-06-01,IDENTITY THEFT,1
EDEN,2024-06-01,ONLINE SCAM,4
BUDA,2024-06-01,ROBBERY,7
BAGUIO PROPER,2024-06-01,MURDER,3
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2024-06-01,ILLEGAL POSSESSION OF FIREARM,3
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2024-06-01,COMPUTER FRAUD,3
TORII (POB.),2024-06-01,MURDER,5
MAHAYAG,2024-06-01,RAPE,5
COMMUNAL,2024-06-01,ILLEGAL GAMBLING,7
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2024-06-01,MURDER,5
MULIG,2024-06-01,ILLEGAL DRUGS,6
PAMPANGA,2024-06-01,THEFT,5
MABUHAY,2024-06-01,DRUNK DRIVING,5
SALAYSAY,2024-06-01,ONLINE SCAM,2
ILANG,2024-06-01,VANDALISM,5
"MANDUG (BRGY UNDER PS 13, DCPO)",2024-06-01,RAPE,7
MALAGOS,2024-06-01,DISTURBANCE,4
SALAPAWAN,2024-06-01,DRUNK DRIVING,2
TAMUGAN,2024-06-01,PHYSICAL INJURY,5
BARANGAY 3-A (POB.),2024-06-01,MURDER,6
NEW VALENCIA,2024-06-01,PHYSICAL INJURY,7
"ACACIA (BRGY UNDER PS 13, DCPO)",2024-06-01,UNAUTHORIZED ACCESS,3
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2024-06-01,ONLINE SCAM,4
TAMUGAN,2024-06-01,MURDER,3
MARAPANGI,2024-06-01,ILLEGAL DRUGS,4
BARANGAY 37-D,2024-06-01,VANDALISM,4
MALABOG,2024-06-01,PHYSICAL INJURY,3
BUHANGIN (POB.),2024-06-01,COMPUTER FRAUD,3
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2024-06-01,HACKING,4
BARANGAY 26-C,2024-06-01,RAPE,3
"MANDUG (BRGY UNDER PS 13, DCPO)",2024-06-01,THEFT,2
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2024-06-01,ILLEGAL DRUGS,6
DALIAO,2024-06-01,ILLEGAL POSSESSION OF FIREARM,7
TORII (POB.),2024-06-01,IDENTITY THEFT,4
SALAPAWAN,2024-06-01,THREATS,3
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2024-06-01,ILLEGAL DRUGS,6
ULA,2024-06-01,RAPE,6
74-A (MATINA CROSSING),2024-06-01,THEFT,6
TUNGKALAN,2024-06-01,THEFT,6
BUDA,2024-06-01,DISTURBANCE,7
SIRIB,2024-06-01,ILLEGAL POSSESSION OF FIREARM,4
TUGBOK (POB.),2024-06-01,THEFT,2
MAHAYAG,2024-06-01,PHYSICAL INJURY,3
MALABOG,2024-06-01,HACKING,4
RIVERSIDE,2024-06-01,UNAUTHORIZED ACCESS,4
BARANGAY 27-C,2024-06-01,CYBER LIBEL,1
BARANGAY 14-B,2024-06-01,DRUNK DRIVING,4
BINUGAO,2024-06-01,ILLEGAL POSSESSION OF FIREARM,3
FATIMA (BENOWANG),2024-06-01,VANDALISM,3
PAQUIBATO (POB.),2024-06-01,PHYSICAL INJURY,5
BARANGAY 32-D,2024-06-01,VANDALISM,5
LUBOGAN,2024-06-01,ONLINE SCAM,2
40-D BOLTON ISLA,2024-06-01,CYBER LIBEL,2
76-A BUCANA,2024-06-01,CYBER LIBEL,3
ULA,2024-06-01,ILLEGAL POSSESSION OF FIREARM,6
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2024-06-01,ROBBERY,2
TALOMO (POB.),2024-06-01,ILLEGAL POSSESSION OF FIREARM,2
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",2024-06-01,COMPUTER FRAUD,2
LACSON,2024-06-01,CYBER LIBEL,2
MATINA PANGI,2024-06-01,ILLEGAL POSSESSION OF FIREARM,7
BARANGAY 2-A (POB.),2024-06-01,RAPE,7
RIVERSIDE,2024-06-01,IDENTITY THEFT,3
MULIG,2024-06-01,DISTURBANCE,2
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",2024-06-01,RAPE,2
COMMUNAL,2024-06-01,DRUNK DRIVING,4
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2024-06-01,MURDER,5
SANTO NINO,2024-06-01,HACKING,3
WANGAN,2024-06-01,ONLINE SCAM,1
WINES,2024-06-01,THREATS,7
SALOY,2024-06-01,IDENTITY THEFT,2
BUDA,2024-06-01,ROBBERY,5
SALUMAY,2024-06-01,VANDALISM,2
BARANGAY 28-C,2024-06-01,CYBER LIBEL,4
TAMUGAN,2024-06-01,THEFT,5
BARANGAY 37-D,2024-06-01,ONLINE SCAM,1
CATALUNAN GRANDE,2024-06-01,IDENTITY THEFT,2
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2024-06-01,ILLEGAL POSSESSION OF FIREARM,4
BAGANIHAN,2024-06-01,PHYSICAL INJURY,2
CARMEN,2024-06-01,DATA BREACH,4
LIZADA,2024-06-01,THREATS,6
76-A (BUCANA),2024-06-01,ONLINE SCAM,4
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2024-06-01,ILLEGAL POSSESSION OF FIREARM,4
BAGUIO PROPER,2024-06-01,ROBBERY,5
WINES,2024-06-01,ROBBERY,4
BARANGAY 38-D (OB.),2024-06-01,THEFT,4
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2024-07-01,COMPUTER FRAUD,3
SALOY,2024-07-01,RAPE,5
ALFONSO ANGLIONGTO SR,2024-07-01,IDENTITY THEFT,2
BARANGAY 18-B,2024-07-01,DISTURBANCE,6
TAMUGAN,2024-07-01,ROBBERY,4
TAMAYONG,2024-07-01,ILLEGAL POSSESSION OF FIREARM,2
SIRIB,2024-07-01,UNAUTHORIZED ACCESS,3
BUNAWAN (POB.),2024-07-01,MURDER,3
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2024-07-01,THEFT,4
